Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
4649567-22.2025.8.02.4286,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13289.37,6113.110200000001,0,1,0,0,1,1
9409785-10.2025.8.02.0079,AL,Não reconhece operação,Genérico,Êxito,Improcedência,17818.88,0.0,1,1,0,1,1,1
5690517-96.2025.8.06.4121,CE,Não reconhece operação,Genérico,Êxito,Extinção,20368.02,0.0,1,1,0,1,1,1
9562200-53.2025.8.24.8675,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,12845.32,10661.6156,1,0,0,1,1,0
8278638-67.2025.8.14.6832,PA,Não reconhece operação,Genérico,Êxito,Improcedência,16178.87,0.0,1,1,1,1,1,0
9147721-75.2025.8.12.3110,MS,Não reconhece operação,Golpe,Êxito,Improcedência,17174.07,0.0,1,1,1,0,1,1
4294836-48.2025.8.19.6717,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,18297.49,0.0,1,1,1,0,0,1
1492912-22.2025.8.20.2314,RN,Não reconhece operação,Genérico,Êxito,Improcedência,16296.27,0.0,0,1,1,1,0,1
9188686-73.2025.8.19.4684,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19965.77,11380.488899999998,0,0,0,0,1,0
6763421-55.2025.8.26.6112,SP,Não reconhece operação,Genérico,Êxito,Extinção,18854.38,0.0,1,1,1,1,1,1
3838629-43.2025.8.14.2127,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15022.45,6008.9800000000005,0,1,0,1,1,0
8120310-52.2025.8.16.7279,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15026.79,6461.5197,0,0,0,1,1,0
1707543-15.2025.8.01.0476,AC,Não reconhece operação,Golpe,Êxito,Improcedência,15448.87,0.0,1,1,1,1,0,1
4522050-31.2025.8.09.7249,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9330.3,5224.968,0,1,0,1,1,1
3422646-09.2025.8.13.7344,MG,Não reconhece operação,Genérico,Êxito,Extinção,9638.53,0.0,1,1,1,1,0,1
4657045-66.2025.8.27.1614,TO,Não reconhece operação,Golpe,Êxito,Improcedência,13096.1,0.0,1,1,1,0,1,1
8697387-71.2025.8.19.9105,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,16451.04,0.0,1,1,1,0,0,0
4697385-14.2025.8.14.8471,PA,Não reconhece operação,Golpe,Êxito,Improcedência,20043.67,0.0,1,1,1,1,0,0
7445676-83.2025.8.13.5734,MG,Não reconhece operação,Genérico,Êxito,Improcedência,17139.96,0.0,1,1,1,1,1,1
9004567-87.2025.8.17.4684,PE,Não reconhece operação,Golpe,Êxito,Extinção,15222.2,0.0,1,1,1,1,1,1
1366137-25.2025.8.10.8394,MA,Não reconhece operação,Golpe,Êxito,Extinção,2769.67,0.0,1,1,1,1,0,1
3319519-69.2025.8.24.9245,SC,Não reconhece operação,Golpe,Êxito,Improcedência,6006.17,0.0,1,1,1,1,0,0
3811520-11.2025.8.27.3921,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,22944.09,21108.5628,0,0,1,0,1,1
3607840-02.2025.8.25.7125,SE,Não reconhece operação,Golpe,Êxito,Improcedência,10034.3,0.0,1,1,1,1,1,1
9384984-01.2025.8.10.9298,MA,Não reconhece operação,Golpe,Êxito,Improcedência,8660.15,0.0,1,1,1,0,0,1
1422980-82.2025.8.12.6616,MS,Não reconhece operação,Golpe,Êxito,Extinção,14957.76,0.0,1,1,1,0,1,0
1984531-42.2025.8.13.3366,MG,Não reconhece operação,Genérico,Êxito,Improcedência,15949.9,0.0,1,1,1,0,1,1
8113638-36.2025.8.08.5428,ES,Não reconhece operação,Golpe,Êxito,Improcedência,16674.23,0.0,1,1,1,1,0,1
3188599-51.2025.8.26.2727,SP,Não reconhece operação,Golpe,Êxito,Improcedência,11045.74,0.0,1,1,1,1,1,1
6826454-79.2025.8.11.2037,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,22741.16,16146.2236,1,0,1,1,1,1
2264907-76.2025.8.03.1677,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,11267.98,10141.182,1,1,0,0,1,1
9891771-48.2025.8.04.7843,AM,Não reconhece operação,Golpe,Êxito,Extinção,7903.57,0.0,1,1,1,1,1,1
5995372-16.2025.8.12.9495,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15881.95,10005.6285,0,0,1,1,1,1
7856489-58.2025.8.10.5043,MA,Não reconhece operação,Genérico,Êxito,Improcedência,12384.99,0.0,1,1,1,1,1,1
4418311-20.2025.8.18.5533,PI,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,7760.28,6053.0184,1,1,0,0,1,1
9650295-78.2025.8.24.4301,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,11843.13,9474.503999999999,1,1,0,1,0,1
8793376-03.2025.8.02.4265,AL,Não reconhece operação,Golpe,Não Êxito,Acordo,18429.56,4607.39,0,1,0,0,1,1
4133155-21.2025.8.13.9869,MG,Não reconhece operação,Golpe,Êxito,Improcedência,12268.27,0.0,1,1,1,1,1,1
3605350-05.2025.8.14.4896,PA,Não reconhece operação,Golpe,Êxito,Improcedência,9269.33,0.0,1,1,1,1,0,1
3913330-25.2025.8.02.3394,AL,Não reconhece operação,Golpe,Êxito,Improcedência,15292.9,0.0,1,1,1,1,1,1
4363333-46.2025.8.18.6471,PI,Não reconhece operação,Golpe,Êxito,Improcedência,11076.29,0.0,1,0,1,0,1,1
9474548-36.2025.8.10.5454,MA,Não reconhece operação,Golpe,Êxito,Extinção,12303.95,0.0,0,1,1,0,0,1
8567617-32.2025.8.03.2392,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,13653.66,12834.4404,0,1,0,0,0,1
4333785-52.2025.8.15.9738,PB,Não reconhece operação,Genérico,Êxito,Improcedência,14933.55,0.0,1,1,1,0,1,0
3367926-07.2025.8.11.7775,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18007.03,6302.460499999999,0,0,1,1,1,1
4096300-57.2025.8.25.6947,SE,Não reconhece operação,Genérico,Êxito,Extinção,8038.12,0.0,1,1,1,1,0,1
4555246-04.2025.8.12.5914,MS,Não reconhece operação,Golpe,Êxito,Extinção,6078.48,0.0,1,1,0,1,1,1
4554311-47.2025.8.09.3097,GO,Não reconhece operação,Golpe,Êxito,Extinção,14091.83,0.0,0,1,1,1,1,1
8118111-25.2025.8.21.4100,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18798.04,14286.510400000001,0,0,1,1,1,1
3834494-54.2025.8.14.5884,PA,Não reconhece operação,Genérico,Êxito,Improcedência,7157.82,0.0,1,1,0,1,1,0
2695662-49.2025.8.20.4019,RN,Não reconhece operação,Golpe,Êxito,Extinção,4495.92,0.0,1,1,1,0,0,1
2683862-38.2025.8.10.6374,MA,Não reconhece operação,Golpe,Êxito,Improcedência,11042.8,0.0,1,1,1,1,1,1
1239724-36.2025.8.08.8933,ES,Não reconhece operação,Golpe,Êxito,Improcedência,13117.46,0.0,1,1,1,1,1,1
4120213-12.2025.8.24.1138,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8147.85,6436.8015000000005,0,1,1,1,1,0
2679129-37.2025.8.24.6626,SC,Não reconhece operação,Genérico,Êxito,Improcedência,15827.94,0.0,1,1,1,1,1,0
9064618-61.2025.8.22.6208,RO,Não reconhece operação,Genérico,Êxito,Improcedência,10926.69,0.0,1,1,1,1,1,1
9429013-31.2025.8.08.8737,ES,Não reconhece operação,Golpe,Êxito,Improcedência,13479.62,0.0,1,1,1,1,1,1
3017224-13.2025.8.01.1554,AC,Não reconhece operação,Golpe,Êxito,Extinção,17515.86,0.0,1,1,1,1,1,1
8642955-59.2025.8.18.2775,PI,Não reconhece operação,Genérico,Êxito,Improcedência,7791.19,0.0,1,1,1,1,1,1
3169077-85.2025.8.07.5123,DF,Não reconhece operação,Golpe,Êxito,Improcedência,15421.24,0.0,1,1,1,1,1,1
4396761-84.2025.8.20.3161,RN,Não reconhece operação,Genérico,Êxito,Improcedência,21057.56,0.0,1,1,0,0,0,1
5656989-03.2025.8.20.9803,RN,Não reconhece operação,Golpe,Êxito,Improcedência,10962.82,0.0,1,1,1,0,1,1
4168459-53.2025.8.14.6929,PA,Não reconhece operação,Golpe,Êxito,Extinção,11880.52,0.0,1,1,1,1,1,1
7834054-97.2025.8.08.9760,ES,Não reconhece operação,Genérico,Êxito,Improcedência,14127.81,0.0,1,1,0,1,1,1
5360256-77.2025.8.07.9983,DF,Não reconhece operação,Genérico,Êxito,Extinção,16830.44,0.0,1,1,0,1,1,0
2850297-85.2025.8.10.5188,MA,Não reconhece operação,Golpe,Não Êxito,Procedência,10129.0,9926.42,0,1,1,0,0,0
8983927-28.2025.8.22.7891,RO,Não reconhece operação,Golpe,Êxito,Improcedência,13312.22,0.0,1,1,1,1,1,1
3239459-77.2025.8.09.5383,GO,Não reconhece operação,Genérico,Êxito,Improcedência,19562.25,0.0,0,1,1,1,1,1
8466820-94.2025.8.09.3156,GO,Não reconhece operação,Golpe,Êxito,Extinção,14188.56,0.0,1,1,1,1,1,1
5986545-80.2025.8.06.7462,CE,Não reconhece operação,Golpe,Êxito,Improcedência,17927.12,0.0,1,1,0,1,1,1
2321619-29.2025.8.01.1492,AC,Não reconhece operação,Genérico,Êxito,Extinção,14111.58,0.0,1,1,0,0,1,1
1354099-87.2025.8.04.1036,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,22744.08,14328.770400000001,0,1,1,1,1,1
2545536-85.2025.8.09.4077,GO,Não reconhece operação,Golpe,Êxito,Improcedência,13913.08,0.0,1,1,1,1,1,1
1160170-85.2025.8.18.9900,PI,Não reconhece operação,Golpe,Êxito,Extinção,10103.35,0.0,1,1,1,1,1,0
3308467-41.2025.8.17.5945,PE,Não reconhece operação,Golpe,Êxito,Improcedência,10047.59,0.0,1,1,1,1,1,1
8249061-13.2025.8.22.9384,RO,Não reconhece operação,Golpe,Êxito,Improcedência,8172.7,0.0,1,1,0,1,1,0
1517558-64.2025.8.07.8311,DF,Não reconhece operação,Golpe,Êxito,Improcedência,19724.92,0.0,1,1,1,1,1,1
6593502-12.2025.8.20.4510,RN,Não reconhece operação,Golpe,Êxito,Improcedência,10541.43,0.0,1,1,1,1,1,1
3788838-96.2025.8.05.8217,BA,Não reconhece operação,Golpe,Êxito,Improcedência,14622.81,0.0,1,1,0,1,0,0
8294025-18.2025.8.03.4132,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15612.36,15456.2364,1,0,0,1,0,1
5692657-33.2025.8.10.8260,MA,Não reconhece operação,Genérico,Êxito,Improcedência,10640.01,0.0,1,1,0,0,1,0
4792625-53.2025.8.27.4268,TO,Não reconhece operação,Genérico,Êxito,Extinção,10881.67,0.0,1,1,1,1,1,1
9733358-18.2025.8.01.1430,AC,Não reconhece operação,Genérico,Êxito,Improcedência,12753.71,0.0,1,0,1,1,1,1
7013914-65.2025.8.21.4289,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,17439.96,13951.968,1,0,1,0,0,1
8881225-25.2025.8.04.9702,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12972.61,11286.1707,1,0,1,1,1,1
5787439-00.2025.8.27.5036,TO,Não reconhece operação,Golpe,Êxito,Improcedência,11767.53,0.0,0,1,1,1,1,1
1414137-22.2025.8.19.6524,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,9862.09,0.0,1,1,0,0,1,1
2080586-05.2025.8.24.0047,SC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15534.24,11495.337599999999,0,1,0,0,0,1
5712171-52.2025.8.02.2068,AL,Não reconhece operação,Genérico,Êxito,Improcedência,7026.63,0.0,1,1,0,1,1,1
5477485-77.2025.8.25.9062,SE,Não reconhece operação,Genérico,Êxito,Improcedência,5789.14,0.0,1,1,1,0,1,1
6554938-46.2025.8.22.6815,RO,Não reconhece operação,Golpe,Êxito,Improcedência,11972.07,0.0,1,1,0,0,1,0
1229865-86.2025.8.14.8301,PA,Não reconhece operação,Golpe,Êxito,Improcedência,4359.21,0.0,1,1,0,1,1,1
3697823-38.2025.8.24.9274,SC,Não reconhece operação,Golpe,Êxito,Improcedência,8395.5,0.0,1,1,0,0,0,0
1764747-14.2025.8.14.2066,PA,Não reconhece operação,Golpe,Êxito,Improcedência,12033.18,0.0,1,1,1,1,1,1
9745014-49.2025.8.18.8768,PI,Não reconhece operação,Golpe,Êxito,Improcedência,10786.29,0.0,1,1,1,1,1,1
7727141-69.2025.8.12.1603,MS,Não reconhece operação,Golpe,Êxito,Improcedência,22827.65,0.0,1,1,1,1,1,1
3851042-77.2025.8.18.1945,PI,Não reconhece operação,Golpe,Êxito,Extinção,22867.14,0.0,0,1,1,0,1,1
1459618-38.2025.8.06.2600,CE,Não reconhece operação,Golpe,Êxito,Extinção,13075.67,0.0,1,1,1,1,1,1
5579215-47.2025.8.10.1258,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11040.18,4968.081,0,0,0,0,0,1
4713203-44.2025.8.07.4181,DF,Não reconhece operação,Golpe,Êxito,Improcedência,18921.27,0.0,1,1,1,1,1,1
9100125-37.2025.8.02.7809,AL,Não reconhece operação,Genérico,Êxito,Improcedência,15587.13,0.0,1,1,1,1,1,0
9350055-50.2025.8.03.3215,AP,Não reconhece operação,Golpe,Êxito,Improcedência,13921.36,0.0,1,1,1,1,1,0
7702486-98.2025.8.06.4413,CE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,13834.74,4565.4642,0,1,0,1,1,1
8072532-55.2025.8.11.4029,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,16625.56,14464.237200000001,1,1,0,0,1,1
4980320-13.2025.8.18.4732,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,11088.99,9203.8617,0,1,0,1,1,0
1285710-86.2025.8.16.1973,PR,Não reconhece operação,Genérico,Êxito,Improcedência,22046.86,0.0,1,1,0,1,0,1
5395176-37.2025.8.05.1726,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,18687.74,17753.353,0,0,0,1,1,1
5391521-03.2025.8.17.1039,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,15232.28,13099.7608,0,1,1,0,1,1
5592650-63.2025.8.18.1165,PI,Não reconhece operação,Genérico,Êxito,Improcedência,11859.57,0.0,1,1,0,0,0,1
5964480-98.2025.8.13.3677,MG,Não reconhece operação,Genérico,Êxito,Improcedência,12409.58,0.0,1,1,0,0,1,1
8346913-21.2025.8.03.6369,AP,Não reconhece operação,Genérico,Êxito,Improcedência,5923.21,0.0,1,0,1,0,1,1
8849192-69.2025.8.06.7567,CE,Não reconhece operação,Genérico,Êxito,Improcedência,9054.97,0.0,1,0,1,1,1,0
9437654-82.2025.8.14.6795,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,17980.85,15463.530999999999,0,1,1,0,0,1
7104537-20.2025.8.27.4190,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12709.91,10803.423499999999,0,0,0,1,1,1
4465812-12.2025.8.26.2506,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16714.15,10195.631500000001,0,1,1,1,1,1
7422525-21.2025.8.18.9312,PI,Não reconhece operação,Genérico,Êxito,Improcedência,17657.11,0.0,1,1,1,1,1,0
1470716-30.2025.8.27.4415,TO,Não reconhece operação,Golpe,Êxito,Extinção,14787.27,0.0,1,1,1,1,1,1
3094893-94.2025.8.12.5513,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17354.66,4685.7582,1,0,1,1,0,1
7479746-65.2025.8.10.8316,MA,Não reconhece operação,Golpe,Êxito,Improcedência,2999.8,0.0,1,1,1,1,1,0
3351310-28.2025.8.21.0629,RS,Não reconhece operação,Golpe,Êxito,Improcedência,16268.67,0.0,1,1,0,1,1,1
5548103-79.2025.8.15.0874,PB,Não reconhece operação,Genérico,Êxito,Extinção,11278.67,0.0,1,1,0,1,1,1
8871532-65.2025.8.09.5766,GO,Não reconhece operação,Golpe,Êxito,Improcedência,18953.68,0.0,1,1,1,0,1,1
3446082-24.2025.8.16.3719,PR,Não reconhece operação,Genérico,Êxito,Extinção,17272.84,0.0,1,1,1,1,0,1
8135776-24.2025.8.16.1325,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11844.9,6277.7970000000005,0,1,0,0,1,0
3097558-95.2025.8.19.8459,RJ,Não reconhece operação,Golpe,Êxito,Extinção,16192.34,0.0,1,1,1,0,1,1
4536245-57.2025.8.03.9997,AP,Não reconhece operação,Golpe,Êxito,Improcedência,19697.96,0.0,1,1,1,0,1,1
8811997-92.2025.8.13.3817,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18066.19,15175.599599999998,0,1,0,1,1,1
1981556-54.2025.8.24.6227,SC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,20373.79,11613.0603,0,0,1,0,1,1
3184974-18.2025.8.10.5989,MA,Não reconhece operação,Golpe,Êxito,Improcedência,17904.9,0.0,1,1,1,1,1,1
6717074-15.2025.8.27.2931,TO,Não reconhece operação,Genérico,Êxito,Extinção,14981.31,0.0,1,1,1,0,1,0
4030360-40.2025.8.13.3292,MG,Não reconhece operação,Golpe,Êxito,Improcedência,19201.05,0.0,1,1,0,1,0,1
5055947-21.2025.8.17.7496,PE,Não reconhece operação,Golpe,Êxito,Improcedência,9379.12,0.0,1,1,1,1,1,1
7920729-74.2025.8.13.2772,MG,Não reconhece operação,Genérico,Êxito,Improcedência,9634.72,0.0,1,1,1,1,0,1
7837060-38.2025.8.24.9359,SC,Não reconhece operação,Golpe,Êxito,Improcedência,20653.87,0.0,1,0,0,1,0,1
4781837-93.2025.8.18.1902,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,14520.62,12923.3518,1,0,0,1,1,1
7874225-49.2025.8.09.8903,GO,Não reconhece operação,Genérico,Êxito,Improcedência,8465.78,0.0,1,1,0,1,1,1
8789119-87.2025.8.18.8711,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,14728.66,13844.9404,1,0,1,1,1,1
2183028-16.2025.8.06.2704,CE,Não reconhece operação,Golpe,Êxito,Improcedência,17808.14,0.0,1,0,0,1,1,1
1631114-63.2025.8.14.4485,PA,Não reconhece operação,Golpe,Êxito,Improcedência,7684.23,0.0,1,1,0,1,1,1
4614500-63.2025.8.17.0332,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17952.8,6822.063999999999,0,0,1,1,0,1
6265460-69.2025.8.13.4331,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15894.57,8742.013500000001,1,1,0,1,1,1
5819013-29.2025.8.20.2843,RN,Não reconhece operação,Genérico,Êxito,Extinção,24388.38,0.0,1,0,1,0,1,0
7093794-65.2025.8.10.5872,MA,Não reconhece operação,Golpe,Êxito,Extinção,10694.07,0.0,1,1,1,1,0,1
8198280-86.2025.8.18.5559,PI,Não reconhece operação,Golpe,Êxito,Improcedência,17874.63,0.0,1,1,1,1,1,1
7258703-00.2025.8.24.1639,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16776.78,7717.3188,1,1,0,1,1,1
1828719-02.2025.8.15.1097,PB,Não reconhece operação,Genérico,Êxito,Improcedência,5363.3,0.0,1,1,1,0,1,0
2627869-67.2025.8.14.9125,PA,Não reconhece operação,Golpe,Êxito,Improcedência,11459.89,0.0,1,1,1,0,1,1
9592534-03.2025.8.16.3514,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20673.39,10956.896700000001,1,1,1,1,1,0
5319356-15.2025.8.04.7785,AM,Não reconhece operação,Golpe,Êxito,Extinção,11148.66,0.0,1,1,1,1,1,0
8880023-68.2025.8.14.4864,PA,Não reconhece operação,Golpe,Êxito,Extinção,20582.18,0.0,1,1,0,1,1,1
6106267-85.2025.8.21.2276,RS,Não reconhece operação,Genérico,Êxito,Extinção,12008.08,0.0,1,1,1,1,0,1
8917781-59.2025.8.07.5372,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15519.35,12260.2865,0,1,0,1,0,1
5386325-16.2025.8.07.7563,DF,Não reconhece operação,Golpe,Êxito,Improcedência,19135.3,0.0,1,1,1,1,1,1
6284142-48.2025.8.07.5289,DF,Não reconhece operação,Golpe,Êxito,Extinção,15019.23,0.0,1,1,0,1,0,1
5779188-81.2025.8.18.2299,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,23449.8,20635.824,0,0,1,1,0,0
3964159-00.2025.8.06.9900,CE,Não reconhece operação,Golpe,Êxito,Improcedência,8888.04,0.0,1,1,1,1,1,1
8141110-02.2025.8.10.5844,MA,Não reconhece operação,Golpe,Êxito,Improcedência,20593.09,0.0,1,1,1,1,1,1
8867325-74.2025.8.05.0199,BA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,27155.61,17922.7026,0,1,1,0,1,1
5601764-03.2025.8.22.1702,RO,Não reconhece operação,Genérico,Êxito,Improcedência,10247.17,0.0,1,1,1,0,1,1
5271076-23.2025.8.08.6864,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,16388.19,14913.2529,0,0,0,1,1,1
5774212-74.2025.8.06.2567,CE,Não reconhece operação,Genérico,Êxito,Extinção,22067.54,0.0,1,1,1,1,1,0
9590658-90.2025.8.12.4904,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,19622.63,17267.9144,0,1,0,0,1,1
1006161-04.2025.8.08.5650,ES,Não reconhece operação,Golpe,Êxito,Extinção,11499.54,0.0,0,1,0,0,1,1
4351781-07.2025.8.22.3613,RO,Não reconhece operação,Golpe,Êxito,Extinção,20595.83,0.0,0,1,1,1,1,1
2138730-77.2025.8.25.9974,SE,Não reconhece operação,Golpe,Êxito,Extinção,14628.94,0.0,1,1,1,0,1,1
5665174-01.2025.8.20.9083,RN,Não reconhece operação,Genérico,Êxito,Improcedência,10138.74,0.0,1,1,0,1,1,0
4559209-55.2025.8.13.7879,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,21814.82,19415.1898,0,1,0,1,1,0
5876567-93.2025.8.20.5263,RN,Não reconhece operação,Golpe,Êxito,Extinção,15417.43,0.0,1,1,1,0,1,1
6887378-01.2025.8.09.3317,GO,Não reconhece operação,Golpe,Êxito,Extinção,22845.95,0.0,1,1,0,0,1,1
6572173-69.2025.8.02.0526,AL,Não reconhece operação,Genérico,Êxito,Extinção,11029.19,0.0,1,1,0,1,0,1
4862592-74.2025.8.18.6731,PI,Não reconhece operação,Golpe,Êxito,Improcedência,14207.33,0.0,1,1,1,1,1,1
4277346-80.2025.8.21.0810,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19502.1,15796.701,1,0,0,1,1,0
8575322-08.2025.8.04.9242,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,20854.36,20854.36,1,0,1,0,1,1
3501633-25.2025.8.06.3590,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14792.46,5325.285599999999,0,0,0,1,1,1
5105359-95.2025.8.12.2394,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,25799.05,24251.106999999996,0,1,0,1,1,1
7124904-73.2025.8.16.6669,PR,Não reconhece operação,Genérico,Êxito,Improcedência,6323.88,0.0,1,1,0,1,1,0
6298448-63.2025.8.17.3346,PE,Não reconhece operação,Genérico,Êxito,Improcedência,15835.33,0.0,1,1,0,1,0,1
2171566-25.2025.8.01.2706,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8598.47,7222.714799999999,1,0,1,0,1,0
2348797-72.2025.8.22.5716,RO,Não reconhece operação,Golpe,Êxito,Extinção,15861.17,0.0,1,1,1,1,1,1
8061082-89.2025.8.03.8935,AP,Não reconhece operação,Golpe,Êxito,Extinção,10898.84,0.0,1,1,1,1,1,1
4885272-12.2025.8.27.9251,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14151.95,7359.014000000001,1,0,0,1,1,0
3457882-37.2025.8.14.2153,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17480.43,7166.976299999999,0,0,0,1,1,0
3122903-81.2025.8.18.2706,PI,Não reconhece operação,Genérico,Êxito,Improcedência,21877.83,0.0,1,1,1,0,1,1
6783661-51.2025.8.03.1277,AP,Não reconhece operação,Genérico,Êxito,Extinção,17325.25,0.0,0,1,1,1,1,1
1778902-59.2025.8.10.3909,MA,Não reconhece operação,Golpe,Êxito,Improcedência,17789.27,0.0,0,1,1,1,0,1
6932601-73.2025.8.11.0266,MT,Não reconhece operação,Golpe,Êxito,Extinção,20362.14,0.0,1,1,1,1,1,1
1734141-46.2025.8.24.7573,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,14583.18,12249.8712,0,0,0,1,0,1
9288839-34.2025.8.07.2948,DF,Não reconhece operação,Genérico,Êxito,Extinção,14663.87,0.0,1,1,0,1,1,1
